"cid","site","burnt","N","juv","mat","scale","heterogen"
200,"SodaNaturalArea2",1,1,1,0,"Scale_6",52.7895202636719
200,"SodaNaturalArea2",1,1,1,0,"Scale_7",22.0576152801514
200,"SodaNaturalArea2",1,1,1,0,"Scale_8",6.83093309402466
200,"SodaNaturalArea2",1,1,1,0,"Scale_9",2.13270950317383
498,"SodaNaturalArea2",0,38,38,0,"Scale_1",204.267532348633
498,"SodaNaturalArea2",0,38,38,0,"Scale_2",181.671295166016
498,"SodaNaturalArea2",0,38,38,0,"Scale_3",471.330200195312
498,"SodaNaturalArea2",0,38,38,0,"Scale_4",754.65966796875
498,"SodaNaturalArea2",0,38,38,0,"Scale_5",577.616882324219
498,"SodaNaturalArea2",0,38,38,0,"Scale_6",340.131500244141
498,"SodaNaturalArea2",0,38,38,0,"Scale_7",120.293533325195
498,"SodaNaturalArea2",0,38,38,0,"Scale_8",35.7008666992188
498,"SodaNaturalArea2",0,38,38,0,"Scale_9",10.7439126968384
30,"SodaNaturalArea2",1,0,0,0,"Scale_1",15.7348651885986
30,"SodaNaturalArea2",1,0,0,0,"Scale_2",6.27738952636719
30,"SodaNaturalArea2",1,0,0,0,"Scale_3",19.1184120178223
30,"SodaNaturalArea2",1,0,0,0,"Scale_4",33.7230949401855
30,"SodaNaturalArea2",1,0,0,0,"Scale_5",76.4900436401367
30,"SodaNaturalArea2",1,0,0,0,"Scale_6",46.7925453186035
30,"SodaNaturalArea2",1,0,0,0,"Scale_7",21.5060253143311
30,"SodaNaturalArea2",1,0,0,0,"Scale_8",6.78074026107788
30,"SodaNaturalArea2",1,0,0,0,"Scale_9",2.09729814529419
584,"SodaNaturalArea2",0,40,40,0,"Scale_1",94.0809631347656
584,"SodaNaturalArea2",0,40,40,0,"Scale_2",110.536613464355
584,"SodaNaturalArea2",0,40,40,0,"Scale_3",465.493896484375
584,"SodaNaturalArea2",0,40,40,0,"Scale_4",779.121643066406
584,"SodaNaturalArea2",0,40,40,0,"Scale_5",752.390319824219
584,"SodaNaturalArea2",0,40,40,0,"Scale_6",361.124114990234
584,"SodaNaturalArea2",0,40,40,0,"Scale_7",132.719696044922
584,"SodaNaturalArea2",0,40,40,0,"Scale_8",41.3284721374512
584,"SodaNaturalArea2",0,40,40,0,"Scale_9",12.7839422225952
539,"SodaNaturalArea2",0,29,12,17,"Scale_1",52.7289009094238
539,"SodaNaturalArea2",0,29,12,17,"Scale_2",328.204315185547
539,"SodaNaturalArea2",0,29,12,17,"Scale_3",598.239379882812
539,"SodaNaturalArea2",0,29,12,17,"Scale_4",1015.27459716797
539,"SodaNaturalArea2",0,29,12,17,"Scale_5",638.706787109375
539,"SodaNaturalArea2",0,29,12,17,"Scale_6",270.317810058594
539,"SodaNaturalArea2",0,29,12,17,"Scale_7",96.819709777832
539,"SodaNaturalArea2",0,29,12,17,"Scale_8",29.847225189209
539,"SodaNaturalArea2",0,29,12,17,"Scale_9",9.06493759155273
164,"SodaNaturalArea2",1,3,3,0,"Scale_1",7.41831874847412
164,"SodaNaturalArea2",1,3,3,0,"Scale_2",28.4275074005127
164,"SodaNaturalArea2",1,3,3,0,"Scale_3",147.288848876953
164,"SodaNaturalArea2",1,3,3,0,"Scale_4",147.648132324219
164,"SodaNaturalArea2",1,3,3,0,"Scale_5",179.989318847656
164,"SodaNaturalArea2",1,3,3,0,"Scale_6",100.033996582031
164,"SodaNaturalArea2",1,3,3,0,"Scale_7",39.8548202514648
164,"SodaNaturalArea2",1,3,3,0,"Scale_8",12.7658815383911
164,"SodaNaturalArea2",1,3,3,0,"Scale_9",4.12162923812866
396,"SodaNaturalArea2",1,7,7,0,"Scale_1",76.9840393066406
396,"SodaNaturalArea2",1,7,7,0,"Scale_2",32.5536689758301
396,"SodaNaturalArea2",1,7,7,0,"Scale_3",58.0649757385254
396,"SodaNaturalArea2",1,7,7,0,"Scale_4",70.1060791015625
396,"SodaNaturalArea2",1,7,7,0,"Scale_5",77.2154541015625
396,"SodaNaturalArea2",1,7,7,0,"Scale_6",59.795352935791
396,"SodaNaturalArea2",1,7,7,0,"Scale_7",21.9666919708252
396,"SodaNaturalArea2",1,7,7,0,"Scale_8",7.02842807769775
396,"SodaNaturalArea2",1,7,7,0,"Scale_9",2.16089677810669
81,"SodaNaturalArea2",1,17,15,2,"Scale_1",17.6915378570557
81,"SodaNaturalArea2",1,17,15,2,"Scale_2",75.5971908569336
81,"SodaNaturalArea2",1,17,15,2,"Scale_3",185.751480102539
81,"SodaNaturalArea2",1,17,15,2,"Scale_4",444.377014160156
81,"SodaNaturalArea2",1,17,15,2,"Scale_5",288.104187011719
81,"SodaNaturalArea2",1,17,15,2,"Scale_6",168.073593139648
81,"SodaNaturalArea2",1,17,15,2,"Scale_7",62.2687301635742
81,"SodaNaturalArea2",1,17,15,2,"Scale_8",19.613748550415
81,"SodaNaturalArea2",1,17,15,2,"Scale_9",5.84968709945679
325,"SodaNaturalArea2",1,1,1,0,"Scale_1",19.4598331451416
325,"SodaNaturalArea2",1,1,1,0,"Scale_2",107.486259460449
325,"SodaNaturalArea2",1,1,1,0,"Scale_3",31.5560321807861
325,"SodaNaturalArea2",1,1,1,0,"Scale_4",34.7245635986328
325,"SodaNaturalArea2",1,1,1,0,"Scale_5",55.1178245544434
325,"SodaNaturalArea2",1,1,1,0,"Scale_6",44.7075576782227
325,"SodaNaturalArea2",1,1,1,0,"Scale_7",18.3895225524902
325,"SodaNaturalArea2",1,1,1,0,"Scale_8",5.56114768981934
325,"SodaNaturalArea2",1,1,1,0,"Scale_9",1.75025141239166
126,"SodaNaturalArea2",1,0,0,0,"Scale_1",5.09989404678345
126,"SodaNaturalArea2",1,0,0,0,"Scale_2",3.35046982765198
126,"SodaNaturalArea2",1,0,0,0,"Scale_3",4.4415488243103
126,"SodaNaturalArea2",1,0,0,0,"Scale_4",16.2546348571777
126,"SodaNaturalArea2",1,0,0,0,"Scale_5",23.3821792602539
126,"SodaNaturalArea2",1,0,0,0,"Scale_6",22.2644901275635
126,"SodaNaturalArea2",1,0,0,0,"Scale_7",10.6574373245239
126,"SodaNaturalArea2",1,0,0,0,"Scale_8",3.49883651733398
126,"SodaNaturalArea2",1,0,0,0,"Scale_9",1.15209197998047
523,"SodaNaturalArea2",0,51,31,20,"Scale_1",19.1717872619629
523,"SodaNaturalArea2",0,51,31,20,"Scale_2",243.397308349609
523,"SodaNaturalArea2",0,51,31,20,"Scale_3",487.033325195312
523,"SodaNaturalArea2",0,51,31,20,"Scale_4",1283.95227050781
523,"SodaNaturalArea2",0,51,31,20,"Scale_5",949.708068847656
523,"SodaNaturalArea2",0,51,31,20,"Scale_6",438.393615722656
523,"SodaNaturalArea2",0,51,31,20,"Scale_7",144.577545166016
523,"SodaNaturalArea2",0,51,31,20,"Scale_8",43.9377632141113
523,"SodaNaturalArea2",0,51,31,20,"Scale_9",13.1134004592896
330,"SodaNaturalArea2",1,5,4,1,"Scale_1",321.070983886719
330,"SodaNaturalArea2",1,5,4,1,"Scale_2",1070.49877929688
330,"SodaNaturalArea2",1,5,4,1,"Scale_3",1037.41040039062
330,"SodaNaturalArea2",1,5,4,1,"Scale_4",1666.27233886719
330,"SodaNaturalArea2",1,5,4,1,"Scale_5",693.794006347656
330,"SodaNaturalArea2",1,5,4,1,"Scale_6",353.164947509766
330,"SodaNaturalArea2",1,5,4,1,"Scale_7",116.990524291992
330,"SodaNaturalArea2",1,5,4,1,"Scale_8",35.3281135559082
330,"SodaNaturalArea2",1,5,4,1,"Scale_9",11.4749946594238
529,"SodaNaturalArea2",0,98,75,23,"Scale_1",78.9687042236328
529,"SodaNaturalArea2",0,98,75,23,"Scale_2",114.825126647949
529,"SodaNaturalArea2",0,98,75,23,"Scale_3",276.419250488281
529,"SodaNaturalArea2",0,98,75,23,"Scale_4",656.027893066406
529,"SodaNaturalArea2",0,98,75,23,"Scale_5",708.8935546875
529,"SodaNaturalArea2",0,98,75,23,"Scale_6",381.873291015625
529,"SodaNaturalArea2",0,98,75,23,"Scale_7",139.528869628906
529,"SodaNaturalArea2",0,98,75,23,"Scale_8",42.1299896240234
529,"SodaNaturalArea2",0,98,75,23,"Scale_9",12.7082977294922
592,"SodaNaturalArea2",0,16,13,3,"Scale_1",68.9028625488281
592,"SodaNaturalArea2",0,16,13,3,"Scale_2",99.5292510986328
592,"SodaNaturalArea2",0,16,13,3,"Scale_3",238.57568359375
592,"SodaNaturalArea2",0,16,13,3,"Scale_4",481.051177978516
592,"SodaNaturalArea2",0,16,13,3,"Scale_5",284.429168701172
592,"SodaNaturalArea2",0,16,13,3,"Scale_6",130.025848388672
592,"SodaNaturalArea2",0,16,13,3,"Scale_7",44.1187438964844
592,"SodaNaturalArea2",0,16,13,3,"Scale_8",13.1332712173462
592,"SodaNaturalArea2",0,16,13,3,"Scale_9",4.10736227035522
435,"SodaNaturalArea2",1,13,8,5,"Scale_1",36.8924980163574
435,"SodaNaturalArea2",1,13,8,5,"Scale_2",89.2377319335938
435,"SodaNaturalArea2",1,13,8,5,"Scale_3",404.598876953125
435,"SodaNaturalArea2",1,13,8,5,"Scale_4",215.928771972656
435,"SodaNaturalArea2",1,13,8,5,"Scale_5",323.783233642578
435,"SodaNaturalArea2",1,13,8,5,"Scale_6",126.834098815918
435,"SodaNaturalArea2",1,13,8,5,"Scale_7",47.69580078125
435,"SodaNaturalArea2",1,13,8,5,"Scale_8",13.8804578781128
435,"SodaNaturalArea2",1,13,8,5,"Scale_9",4.13987493515015
450,"SodaNaturalArea2",1,19,19,0,"Scale_1",64.0341110229492
450,"SodaNaturalArea2",1,19,19,0,"Scale_2",96.5801620483398
450,"SodaNaturalArea2",1,19,19,0,"Scale_3",122.78556060791
450,"SodaNaturalArea2",1,19,19,0,"Scale_4",198.398651123047
450,"SodaNaturalArea2",1,19,19,0,"Scale_5",309.721923828125
450,"SodaNaturalArea2",1,19,19,0,"Scale_6",158.413055419922
