"site","cid","burnt","N","juv","mat","scale","heterogen"
"LowerDryCreek",434,1,62,21,41,"Scale_5",3304.88623046875
"LowerDryCreek",434,1,62,21,41,"Scale_6",1699.50915527344
"LowerDryCreek",434,1,62,21,41,"Scale_7",586.395629882812
"LowerDryCreek",434,1,62,21,41,"Scale_8",194.679702758789
"LowerDryCreek",434,1,62,21,41,"Scale_9",70.341682434082
"LowerDryCreek",849,1,44,40,4,"Scale_1",1564.41125488281
"LowerDryCreek",849,1,44,40,4,"Scale_2",4573.75537109375
"LowerDryCreek",849,1,44,40,4,"Scale_3",6028.60791015625
"LowerDryCreek",849,1,44,40,4,"Scale_4",4996.41064453125
"LowerDryCreek",849,1,44,40,4,"Scale_5",2751.61254882812
"LowerDryCreek",849,1,44,40,4,"Scale_6",1090.53857421875
"LowerDryCreek",849,1,44,40,4,"Scale_7",358.770660400391
"LowerDryCreek",849,1,44,40,4,"Scale_8",114.408393859863
"LowerDryCreek",849,1,44,40,4,"Scale_9",38.2366714477539
"LowerDryCreek",461,1,2,2,0,"Scale_1",2242.57177734375
"LowerDryCreek",461,1,2,2,0,"Scale_2",5221.78271484375
"LowerDryCreek",461,1,2,2,0,"Scale_3",1752.22436523438
"LowerDryCreek",461,1,2,2,0,"Scale_4",1597.36572265625
"LowerDryCreek",461,1,2,2,0,"Scale_5",1361.02038574219
"LowerDryCreek",461,1,2,2,0,"Scale_6",673.389282226562
"LowerDryCreek",461,1,2,2,0,"Scale_7",270.267425537109
"LowerDryCreek",461,1,2,2,0,"Scale_8",92.4526596069336
"LowerDryCreek",461,1,2,2,0,"Scale_9",36.0471801757812
"LowerDryCreek",671,1,0,0,0,"Scale_1",934.993591308594
"LowerDryCreek",671,1,0,0,0,"Scale_2",1831.81079101562
"LowerDryCreek",671,1,0,0,0,"Scale_3",3163.81225585938
"LowerDryCreek",671,1,0,0,0,"Scale_4",3495.890625
"LowerDryCreek",671,1,0,0,0,"Scale_5",1871.53173828125
"LowerDryCreek",671,1,0,0,0,"Scale_6",959.661926269531
"LowerDryCreek",671,1,0,0,0,"Scale_7",360.524719238281
"LowerDryCreek",671,1,0,0,0,"Scale_8",127.837196350098
"LowerDryCreek",671,1,0,0,0,"Scale_9",54.9980125427246
