"site","cid","burnt","N","juv","mat","scale","heterogen"
"DuncanSaddle",3051,1,NA,NA,NA,"Scale_3",79.6390991210938
"DuncanSaddle",3051,1,NA,NA,NA,"Scale_4",88.1756973266602
"DuncanSaddle",3051,1,NA,NA,NA,"Scale_5",77.8535385131836
"DuncanSaddle",3051,1,NA,NA,NA,"Scale_6",41.897533416748
"DuncanSaddle",3051,1,NA,NA,NA,"Scale_7",15.4700946807861
"DuncanSaddle",3051,1,NA,NA,NA,"Scale_8",4.8970890045166
"DuncanSaddle",3051,1,NA,NA,NA,"Scale_9",1.45337700843811
"DuncanSaddle",2871,1,NA,NA,NA,"Scale_1",2.8819751739502
"DuncanSaddle",2871,1,NA,NA,NA,"Scale_2",23.610200881958
"DuncanSaddle",2871,1,NA,NA,NA,"Scale_3",64.8183670043945
"DuncanSaddle",2871,1,NA,NA,NA,"Scale_4",90.0120315551758
"DuncanSaddle",2871,1,NA,NA,NA,"Scale_5",56.8067817687988
"DuncanSaddle",2871,1,NA,NA,NA,"Scale_6",29.9154281616211
"DuncanSaddle",2871,1,NA,NA,NA,"Scale_7",12.0912933349609
"DuncanSaddle",2871,1,NA,NA,NA,"Scale_8",4.02748155593872
"DuncanSaddle",2871,1,NA,NA,NA,"Scale_9",1.28613376617432
"DuncanSaddle",673,1,NA,NA,NA,"Scale_1",1.64893043041229
"DuncanSaddle",673,1,NA,NA,NA,"Scale_2",14.0853328704834
"DuncanSaddle",673,1,NA,NA,NA,"Scale_3",61.0543556213379
"DuncanSaddle",673,1,NA,NA,NA,"Scale_4",121.752799987793
"DuncanSaddle",673,1,NA,NA,NA,"Scale_5",94.7485961914062
"DuncanSaddle",673,1,NA,NA,NA,"Scale_6",62.3059730529785
"DuncanSaddle",673,1,NA,NA,NA,"Scale_7",25.3027534484863
"DuncanSaddle",673,1,NA,NA,NA,"Scale_8",8.024245262146
"DuncanSaddle",673,1,NA,NA,NA,"Scale_9",2.35144281387329
"DuncanSaddle",3001,1,NA,NA,NA,"Scale_1",119.975257873535
"DuncanSaddle",3001,1,NA,NA,NA,"Scale_2",447.256530761719
"DuncanSaddle",3001,1,NA,NA,NA,"Scale_3",1047.17919921875
"DuncanSaddle",3001,1,NA,NA,NA,"Scale_4",628.438354492188
"DuncanSaddle",3001,1,NA,NA,NA,"Scale_5",361.164733886719
"DuncanSaddle",3001,1,NA,NA,NA,"Scale_6",162.518508911133
"DuncanSaddle",3001,1,NA,NA,NA,"Scale_7",61.820198059082
"DuncanSaddle",3001,1,NA,NA,NA,"Scale_8",21.0052642822266
"DuncanSaddle",3001,1,NA,NA,NA,"Scale_9",6.42974805831909
"DuncanSaddle",2240,0,NA,NA,NA,"Scale_1",1032.92126464844
"DuncanSaddle",2240,0,NA,NA,NA,"Scale_2",1123.32751464844
"DuncanSaddle",2240,0,NA,NA,NA,"Scale_3",2438.55737304688
"DuncanSaddle",2240,0,NA,NA,NA,"Scale_4",2296.87939453125
"DuncanSaddle",2240,0,NA,NA,NA,"Scale_5",1210.17797851562
"DuncanSaddle",2240,0,NA,NA,NA,"Scale_6",582.950073242188
"DuncanSaddle",2240,0,NA,NA,NA,"Scale_7",241.756622314453
"DuncanSaddle",2240,0,NA,NA,NA,"Scale_8",103.680793762207
"DuncanSaddle",2240,0,NA,NA,NA,"Scale_9",37.4472541809082
"DuncanSaddle",732,1,NA,NA,NA,"Scale_1",12.6852493286133
"DuncanSaddle",732,1,NA,NA,NA,"Scale_2",19.3125610351562
"DuncanSaddle",732,1,NA,NA,NA,"Scale_3",60.654426574707
"DuncanSaddle",732,1,NA,NA,NA,"Scale_4",113.531463623047
"DuncanSaddle",732,1,NA,NA,NA,"Scale_5",125.876281738281
"DuncanSaddle",732,1,NA,NA,NA,"Scale_6",65.6172409057617
"DuncanSaddle",732,1,NA,NA,NA,"Scale_7",26.8159828186035
"DuncanSaddle",732,1,NA,NA,NA,"Scale_8",8.94300842285156
"DuncanSaddle",732,1,NA,NA,NA,"Scale_9",2.53234267234802
"DuncanSaddle",1218,1,NA,NA,NA,"Scale_1",3.98339676856995
"DuncanSaddle",1218,1,NA,NA,NA,"Scale_2",7.03064680099487
"DuncanSaddle",1218,1,NA,NA,NA,"Scale_3",22.1075820922852
"DuncanSaddle",1218,1,NA,NA,NA,"Scale_4",46.3387031555176
"DuncanSaddle",1218,1,NA,NA,NA,"Scale_5",47.0796089172363
"DuncanSaddle",1218,1,NA,NA,NA,"Scale_6",29.4680595397949
"DuncanSaddle",1218,1,NA,NA,NA,"Scale_7",12.2895755767822
"DuncanSaddle",1218,1,NA,NA,NA,"Scale_8",4.0315089225769
"DuncanSaddle",1218,1,NA,NA,NA,"Scale_9",1.20250570774078
"DuncanSaddle",2498,1,NA,NA,NA,"Scale_1",30.6223468780518
"DuncanSaddle",2498,1,NA,NA,NA,"Scale_2",178.824432373047
"DuncanSaddle",2498,1,NA,NA,NA,"Scale_3",338.316131591797
"DuncanSaddle",2498,1,NA,NA,NA,"Scale_4",264.909210205078
"DuncanSaddle",2498,1,NA,NA,NA,"Scale_5",237.555892944336
"DuncanSaddle",2498,1,NA,NA,NA,"Scale_6",119.051460266113
"DuncanSaddle",2498,1,NA,NA,NA,"Scale_7",44.2460975646973
"DuncanSaddle",2498,1,NA,NA,NA,"Scale_8",14.265193939209
"DuncanSaddle",2498,1,NA,NA,NA,"Scale_9",4.29300594329834
"DuncanSaddle",1275,1,NA,NA,NA,"Scale_1",4.81775903701782
"DuncanSaddle",1275,1,NA,NA,NA,"Scale_2",13.1734571456909
"DuncanSaddle",1275,1,NA,NA,NA,"Scale_3",41.7766036987305
"DuncanSaddle",1275,1,NA,NA,NA,"Scale_4",60.7962951660156
"DuncanSaddle",1275,1,NA,NA,NA,"Scale_5",67.5078582763672
"DuncanSaddle",1275,1,NA,NA,NA,"Scale_6",31.9498901367188
"DuncanSaddle",1275,1,NA,NA,NA,"Scale_7",12.8815040588379
"DuncanSaddle",1275,1,NA,NA,NA,"Scale_8",4.22900819778442
"DuncanSaddle",1275,1,NA,NA,NA,"Scale_9",1.25920307636261
"DuncanSaddle",1121,0,NA,NA,NA,"Scale_1",26.7319107055664
"DuncanSaddle",1121,0,NA,NA,NA,"Scale_2",267.189636230469
"DuncanSaddle",1121,0,NA,NA,NA,"Scale_3",439.495330810547
"DuncanSaddle",1121,0,NA,NA,NA,"Scale_4",386.254760742188
"DuncanSaddle",1121,0,NA,NA,NA,"Scale_5",430.873962402344
"DuncanSaddle",1121,0,NA,NA,NA,"Scale_6",215.04621887207
"DuncanSaddle",1121,0,NA,NA,NA,"Scale_7",70.33251953125
"DuncanSaddle",1121,0,NA,NA,NA,"Scale_8",22.4695663452148
"DuncanSaddle",1121,0,NA,NA,NA,"Scale_9",6.49390363693237
"DuncanSaddle",2244,1,NA,NA,NA,"Scale_1",651.8203125
"DuncanSaddle",2244,1,NA,NA,NA,"Scale_2",2363.70703125
"DuncanSaddle",2244,1,NA,NA,NA,"Scale_3",2033.31567382812
"DuncanSaddle",2244,1,NA,NA,NA,"Scale_4",1813.47375488281
"DuncanSaddle",2244,1,NA,NA,NA,"Scale_5",873.828796386719
"DuncanSaddle",2244,1,NA,NA,NA,"Scale_6",406.845397949219
"DuncanSaddle",2244,1,NA,NA,NA,"Scale_7",157.730041503906
"DuncanSaddle",2244,1,NA,NA,NA,"Scale_8",60.6277809143066
"DuncanSaddle",2244,1,NA,NA,NA,"Scale_9",20.7754039764404
"DuncanSaddle",3153,1,NA,NA,NA,"Scale_1",63.3704490661621
"DuncanSaddle",3153,1,NA,NA,NA,"Scale_2",16.2089519500732
"DuncanSaddle",3153,1,NA,NA,NA,"Scale_3",39.5685234069824
"DuncanSaddle",3153,1,NA,NA,NA,"Scale_4",61.9494323730469
"DuncanSaddle",3153,1,NA,NA,NA,"Scale_5",43.6556854248047
"DuncanSaddle",3153,1,NA,NA,NA,"Scale_6",23.4127044677734
"DuncanSaddle",3153,1,NA,NA,NA,"Scale_7",9.89196872711182
"DuncanSaddle",3153,1,NA,NA,NA,"Scale_8",3.2565610408783
"DuncanSaddle",3153,1,NA,NA,NA,"Scale_9",0.999348044395447
"DuncanSaddle",2765,1,NA,NA,NA,"Scale_1",41.9264335632324
"DuncanSaddle",2765,1,NA,NA,NA,"Scale_2",143.682601928711
"DuncanSaddle",2765,1,NA,NA,NA,"Scale_3",49.0632133483887
"DuncanSaddle",2765,1,NA,NA,NA,"Scale_4",72.5350036621094
"DuncanSaddle",2765,1,NA,NA,NA,"Scale_5",40.8208160400391
"DuncanSaddle",2765,1,NA,NA,NA,"Scale_6",26.2608242034912
"DuncanSaddle",2765,1,NA,NA,NA,"Scale_7",10.4761390686035
"DuncanSaddle",2765,1,NA,NA,NA,"Scale_8",3.52551794052124
"DuncanSaddle",2765,1,NA,NA,NA,"Scale_9",1.08841121196747
"DuncanSaddle",2508,1,NA,NA,NA,"Scale_1",428.639984130859
"DuncanSaddle",2508,1,NA,NA,NA,"Scale_2",1501.45349121094
"DuncanSaddle",2508,1,NA,NA,NA,"Scale_3",3171.5693359375
"DuncanSaddle",2508,1,NA,NA,NA,"Scale_4",1952.59240722656
"DuncanSaddle",2508,1,NA,NA,NA,"Scale_5",1352.31469726562
"DuncanSaddle",2508,1,NA,NA,NA,"Scale_6",598.077209472656
"DuncanSaddle",2508,1,NA,NA,NA,"Scale_7",265.966033935547
"DuncanSaddle",2508,1,NA,NA,NA,"Scale_8",111.781044006348
"DuncanSaddle",2508,1,NA,NA,NA,"Scale_9",41.6503295898438
"DuncanSaddle",1876,0,NA,NA,NA,"Scale_1",1465.28833007812
"DuncanSaddle",1876,0,NA,NA,NA,"Scale_2",2014.66174316406
"DuncanSaddle",1876,0,NA,NA,NA,"Scale_3",4312.4833984375
"DuncanSaddle",1876,0,NA,NA,NA,"Scale_4",3537.35717773438
"DuncanSaddle",1876,0,NA,NA,NA,"Scale_5",1933.50756835938
"DuncanSaddle",1876,0,NA,NA,NA,"Scale_6",849.853881835938
"DuncanSaddle",1876,0,NA,NA,NA,"Scale_7",346.131134033203
"DuncanSaddle",1876,0,NA,NA,NA,"Scale_8",136.14501953125
"DuncanSaddle",1876,0,NA,NA,NA,"Scale_9",48.4057540893555
"DuncanSaddle",1282,0,NA,NA,NA,"Scale_1",825.330505371094
"DuncanSaddle",1282,0,NA,NA,NA,"Scale_2",4400.7841796875
"DuncanSaddle",1282,0,NA,NA,NA,"Scale_3",5201.64453125
"DuncanSaddle",1282,0,NA,NA,NA,"Scale_4",5197.37109375
"DuncanSaddle",1282,0,NA,NA,NA,"Scale_5",2741.14868164062
"DuncanSaddle",1282,0,NA,NA,NA,"Scale_6",1314.71923828125
"DuncanSaddle",1282,0,NA,NA,NA,"Scale_7",585.663696289062
"DuncanSaddle",1282,0,NA,NA,NA,"Scale_8",239.071075439453
"DuncanSaddle",1282,0,NA,NA,NA,"Scale_9",88.3235931396484
"DuncanSaddle",2333,1,NA,NA,NA,"Scale_1",283.691040039062
"DuncanSaddle",2333,1,NA,NA,NA,"Scale_2",1213.06103515625
"DuncanSaddle",2333,1,NA,NA,NA,"Scale_3",1161.62475585938
"DuncanSaddle",2333,1,NA,NA,NA,"Scale_4",1326.86486816406
"DuncanSaddle",2333,1,NA,NA,NA,"Scale_5",752.701721191406
"DuncanSaddle",2333,1,NA,NA,NA,"Scale_6",317.052703857422
"DuncanSaddle",2333,1,NA,NA,NA,"Scale_7",133.003036499023
"DuncanSaddle",2333,1,NA,NA,NA,"Scale_8",48.6248512268066
"DuncanSaddle",2333,1,NA,NA,NA,"Scale_9",16.897705078125
"DuncanSaddle",3041,1,NA,NA,NA,"Scale_1",86.1522064208984
"DuncanSaddle",3041,1,NA,NA,NA,"Scale_2",263.445373535156
"DuncanSaddle",3041,1,NA,NA,NA,"Scale_3",312.330993652344
"DuncanSaddle",3041,1,NA,NA,NA,"Scale_4",339.347412109375
"DuncanSaddle",3041,1,NA,NA,NA,"Scale_5",149.285339355469
"DuncanSaddle",3041,1,NA,NA,NA,"Scale_6",107.748474121094
"DuncanSaddle",3041,1,NA,NA,NA,"Scale_7",56.0596237182617
"DuncanSaddle",3041,1,NA,NA,NA,"Scale_8",18.9861259460449
"DuncanSaddle",3041,1,NA,NA,NA,"Scale_9",6.93948554992676
"DuncanSaddle",2889,1,NA,NA,NA,"Scale_1",108.39469909668
"DuncanSaddle",2889,1,NA,NA,NA,"Scale_2",220.19563293457
"DuncanSaddle",2889,1,NA,NA,NA,"Scale_3",353.991760253906
"DuncanSaddle",2889,1,NA,NA,NA,"Scale_4",278.518280029297
"DuncanSaddle",2889,1,NA,NA,NA,"Scale_5",135.084320068359
"DuncanSaddle",2889,1,NA,NA,NA,"Scale_6",74.97900390625
"DuncanSaddle",2889,1,NA,NA,NA,"Scale_7",29.704418182373
"DuncanSaddle",2889,1,NA,NA,NA,"Scale_8",12.2660264968872
"DuncanSaddle",2889,1,NA,NA,NA,"Scale_9",3.90624952316284
"DuncanSaddle",1320,1,NA,NA,NA,"Scale_1",11.7829399108887
"DuncanSaddle",1320,1,NA,NA,NA,"Scale_2",10.5401525497437
"DuncanSaddle",1320,1,NA,NA,NA,"Scale_3",14.4418697357178
"DuncanSaddle",1320,1,NA,NA,NA,"Scale_4",28.0727138519287
"DuncanSaddle",1320,1,NA,NA,NA,"Scale_5",22.8840713500977
"DuncanSaddle",1320,1,NA,NA,NA,"Scale_6",14.6359043121338
"DuncanSaddle",1320,1,NA,NA,NA,"Scale_7",6.24411010742188
"DuncanSaddle",1320,1,NA,NA,NA,"Scale_8",2.14824080467224
"DuncanSaddle",1320,1,NA,NA,NA,"Scale_9",0.659675776958466
"DuncanSaddle",2466,1,NA,NA,NA,"Scale_1",829.0595703125
"DuncanSaddle",2466,1,NA,NA,NA,"Scale_2",3895.71264648438
"DuncanSaddle",2466,1,NA,NA,NA,"Scale_3",3942.90795898438
"DuncanSaddle",2466,1,NA,NA,NA,"Scale_4",3208.20483398438
"DuncanSaddle",2466,1,NA,NA,NA,"Scale_5",1633.62426757812
"DuncanSaddle",2466,1,NA,NA,NA,"Scale_6",620.497741699219
"DuncanSaddle",2466,1,NA,NA,NA,"Scale_7",274.867980957031
"DuncanSaddle",2466,1,NA,NA,NA,"Scale_8",111.684295654297
"DuncanSaddle",2466,1,NA,NA,NA,"Scale_9",42.7163009643555
"DuncanSaddle",2340,1,NA,NA,NA,"Scale_1",1131.453125
"DuncanSaddle",2340,1,NA,NA,NA,"Scale_2",2782.57080078125
"DuncanSaddle",2340,1,NA,NA,NA,"Scale_3",2442.193359375
"DuncanSaddle",2340,1,NA,NA,NA,"Scale_4",1993.16357421875
"DuncanSaddle",2340,1,NA,NA,NA,"Scale_5",975.647827148438
"DuncanSaddle",2340,1,NA,NA,NA,"Scale_6",399.402770996094
"DuncanSaddle",2340,1,NA,NA,NA,"Scale_7",173.919967651367
"DuncanSaddle",2340,1,NA,NA,NA,"Scale_8",66.1447601318359
"DuncanSaddle",2340,1,NA,NA,NA,"Scale_9",25.2384223937988
"DuncanSaddle",2732,0,NA,NA,NA,"Scale_1",268.463134765625
"DuncanSaddle",2732,0,NA,NA,NA,"Scale_2",1157.02795410156
"DuncanSaddle",2732,0,NA,NA,NA,"Scale_3",2380.68212890625
"DuncanSaddle",2732,0,NA,NA,NA,"Scale_4",1887.05627441406
"DuncanSaddle",2732,0,NA,NA,NA,"Scale_5",1152.40283203125
"DuncanSaddle",2732,0,NA,NA,NA,"Scale_6",540.910888671875
"DuncanSaddle",2732,0,NA,NA,NA,"Scale_7",235.820510864258
"DuncanSaddle",2732,0,NA,NA,NA,"Scale_8",87.4836883544922
"DuncanSaddle",2732,0,NA,NA,NA,"Scale_9",31.4868812561035
"DuncanSaddle",3372,1,NA,NA,NA,"Scale_1",29.359375
"DuncanSaddle",3372,1,NA,NA,NA,"Scale_2",112.89380645752
"DuncanSaddle",3372,1,NA,NA,NA,"Scale_3",251.653839111328
"DuncanSaddle",3372,1,NA,NA,NA,"Scale_4",706.715270996094
"DuncanSaddle",3372,1,NA,NA,NA,"Scale_5",225.525039672852
"DuncanSaddle",3372,1,NA,NA,NA,"Scale_6",148.438095092773
"DuncanSaddle",3372,1,NA,NA,NA,"Scale_7",65.9912261962891
"DuncanSaddle",3372,1,NA,NA,NA,"Scale_8",23.7752780914307
"DuncanSaddle",3372,1,NA,NA,NA,"Scale_9",9.11414432525635
"DuncanSaddle",1976,1,NA,NA,NA,"Scale_1",365.667602539062
"DuncanSaddle",1976,1,NA,NA,NA,"Scale_2",415.228759765625
"DuncanSaddle",1976,1,NA,NA,NA,"Scale_3",1643.25231933594
"DuncanSaddle",1976,1,NA,NA,NA,"Scale_4",1754.98547363281
"DuncanSaddle",1976,1,NA,NA,NA,"Scale_5",904.708618164062
"DuncanSaddle",1976,1,NA,NA,NA,"Scale_6",434.600952148438
"DuncanSaddle",1976,1,NA,NA,NA,"Scale_7",187.761840820312
"DuncanSaddle",1976,1,NA,NA,NA,"Scale_8",71.1662063598633
"DuncanSaddle",1976,1,NA,NA,NA,"Scale_9",25.4692783355713
