"cid","site","burnt","N","juv","mat","scale","heterogen"
1345,"SodaNaturalArea1",1,1,1,0,"Scale_1",0.144608318805695
1345,"SodaNaturalArea1",1,1,1,0,"Scale_2",0.650111496448517
1345,"SodaNaturalArea1",1,1,1,0,"Scale_3",2.66882133483887
1345,"SodaNaturalArea1",1,1,1,0,"Scale_4",6.19498491287231
1345,"SodaNaturalArea1",1,1,1,0,"Scale_5",10.4220914840698
1345,"SodaNaturalArea1",1,1,1,0,"Scale_6",6.65135860443115
1345,"SodaNaturalArea1",1,1,1,0,"Scale_7",2.49014282226562
1345,"SodaNaturalArea1",1,1,1,0,"Scale_8",0.812267780303955
1345,"SodaNaturalArea1",1,1,1,0,"Scale_9",0.320970088243484
1001,"SodaNaturalArea1",0,12,8,4,"Scale_1",31.9286708831787
1001,"SodaNaturalArea1",0,12,8,4,"Scale_2",25.0704174041748
1001,"SodaNaturalArea1",0,12,8,4,"Scale_3",62.3107795715332
1001,"SodaNaturalArea1",0,12,8,4,"Scale_4",69.5007476806641
1001,"SodaNaturalArea1",0,12,8,4,"Scale_5",83.3893890380859
1001,"SodaNaturalArea1",0,12,8,4,"Scale_6",34.8081207275391
1001,"SodaNaturalArea1",0,12,8,4,"Scale_7",11.1711807250977
1001,"SodaNaturalArea1",0,12,8,4,"Scale_8",3.25282049179077
1001,"SodaNaturalArea1",0,12,8,4,"Scale_9",0.997748076915741
728,"SodaNaturalArea1",1,0,0,0,"Scale_1",0.822113335132599
728,"SodaNaturalArea1",1,0,0,0,"Scale_2",0.304520606994629
728,"SodaNaturalArea1",1,0,0,0,"Scale_3",1.73147749900818
728,"SodaNaturalArea1",1,0,0,0,"Scale_4",5.35487985610962
728,"SodaNaturalArea1",1,0,0,0,"Scale_5",8.31294918060303
728,"SodaNaturalArea1",1,0,0,0,"Scale_6",5.65812730789185
728,"SodaNaturalArea1",1,0,0,0,"Scale_7",2.04621434211731
728,"SodaNaturalArea1",1,0,0,0,"Scale_8",0.627068400382996
728,"SodaNaturalArea1",1,0,0,0,"Scale_9",0.239263594150543
1423,"SodaNaturalArea1",1,3,2,1,"Scale_1",0.173324972391129
1423,"SodaNaturalArea1",1,3,2,1,"Scale_2",0.279363662004471
1423,"SodaNaturalArea1",1,3,2,1,"Scale_3",0.623396694660187
1423,"SodaNaturalArea1",1,3,2,1,"Scale_4",2.04174733161926
1423,"SodaNaturalArea1",1,3,2,1,"Scale_5",3.92370343208313
1423,"SodaNaturalArea1",1,3,2,1,"Scale_6",3.10687947273254
1423,"SodaNaturalArea1",1,3,2,1,"Scale_7",1.19750916957855
1423,"SodaNaturalArea1",1,3,2,1,"Scale_8",0.383125126361847
1423,"SodaNaturalArea1",1,3,2,1,"Scale_9",0.163638785481453
859,"SodaNaturalArea1",1,0,0,0,"Scale_1",0.558421969413757
859,"SodaNaturalArea1",1,0,0,0,"Scale_2",0.74153196811676
859,"SodaNaturalArea1",1,0,0,0,"Scale_3",1.434978723526
859,"SodaNaturalArea1",1,0,0,0,"Scale_4",2.47791409492493
859,"SodaNaturalArea1",1,0,0,0,"Scale_5",4.24024820327759
859,"SodaNaturalArea1",1,0,0,0,"Scale_6",3.11529803276062
859,"SodaNaturalArea1",1,0,0,0,"Scale_7",1.22049808502197
859,"SodaNaturalArea1",1,0,0,0,"Scale_8",0.405997782945633
859,"SodaNaturalArea1",1,0,0,0,"Scale_9",0.180302768945694
430,"SodaNaturalArea1",0,9,9,0,"Scale_1",308.107055664062
430,"SodaNaturalArea1",0,9,9,0,"Scale_2",365.74365234375
430,"SodaNaturalArea1",0,9,9,0,"Scale_3",639.284362792969
430,"SodaNaturalArea1",0,9,9,0,"Scale_4",587.553588867188
430,"SodaNaturalArea1",0,9,9,0,"Scale_5",312.852935791016
430,"SodaNaturalArea1",0,9,9,0,"Scale_6",113.079681396484
430,"SodaNaturalArea1",0,9,9,0,"Scale_7",35.4705619812012
430,"SodaNaturalArea1",0,9,9,0,"Scale_8",9.90054893493652
430,"SodaNaturalArea1",0,9,9,0,"Scale_9",2.95698976516724
1558,"SodaNaturalArea1",1,1,1,0,"Scale_1",0.0667646080255508
1558,"SodaNaturalArea1",1,1,1,0,"Scale_2",0.171131327748299
1558,"SodaNaturalArea1",1,1,1,0,"Scale_3",0.922502636909485
1558,"SodaNaturalArea1",1,1,1,0,"Scale_4",2.44360327720642
1558,"SodaNaturalArea1",1,1,1,0,"Scale_5",4.217689037323
1558,"SodaNaturalArea1",1,1,1,0,"Scale_6",3.52062487602234
1558,"SodaNaturalArea1",1,1,1,0,"Scale_7",1.30089783668518
1558,"SodaNaturalArea1",1,1,1,0,"Scale_8",0.427188575267792
1558,"SodaNaturalArea1",1,1,1,0,"Scale_9",0.178587391972542
1024,"SodaNaturalArea1",1,1,1,0,"Scale_1",0.675105392932892
1024,"SodaNaturalArea1",1,1,1,0,"Scale_2",0.344762563705444
1024,"SodaNaturalArea1",1,1,1,0,"Scale_3",1.82310032844543
1024,"SodaNaturalArea1",1,1,1,0,"Scale_4",3.26490354537964
1024,"SodaNaturalArea1",1,1,1,0,"Scale_5",7.32412195205688
1024,"SodaNaturalArea1",1,1,1,0,"Scale_6",4.77822875976562
1024,"SodaNaturalArea1",1,1,1,0,"Scale_7",1.80067622661591
1024,"SodaNaturalArea1",1,1,1,0,"Scale_8",0.580989420413971
1024,"SodaNaturalArea1",1,1,1,0,"Scale_9",0.229480862617493
742,"SodaNaturalArea1",0,54,52,2,"Scale_1",100.906723022461
742,"SodaNaturalArea1",0,54,52,2,"Scale_2",166.054916381836
742,"SodaNaturalArea1",0,54,52,2,"Scale_3",554.249389648438
742,"SodaNaturalArea1",0,54,52,2,"Scale_4",1253.08166503906
742,"SodaNaturalArea1",0,54,52,2,"Scale_5",869.802978515625
742,"SodaNaturalArea1",0,54,52,2,"Scale_6",352.102111816406
742,"SodaNaturalArea1",0,54,52,2,"Scale_7",109.124549865723
742,"SodaNaturalArea1",0,54,52,2,"Scale_8",29.97727394104
742,"SodaNaturalArea1",0,54,52,2,"Scale_9",8.82492923736572
642,"SodaNaturalArea1",0,2,1,1,"Scale_1",7.40670967102051
642,"SodaNaturalArea1",0,2,1,1,"Scale_2",4.39751577377319
642,"SodaNaturalArea1",0,2,1,1,"Scale_3",23.8361263275146
642,"SodaNaturalArea1",0,2,1,1,"Scale_4",47.8777084350586
642,"SodaNaturalArea1",0,2,1,1,"Scale_5",59.938533782959
642,"SodaNaturalArea1",0,2,1,1,"Scale_6",25.9350261688232
642,"SodaNaturalArea1",0,2,1,1,"Scale_7",7.85011053085327
642,"SodaNaturalArea1",0,2,1,1,"Scale_8",2.21032476425171
642,"SodaNaturalArea1",0,2,1,1,"Scale_9",0.706104218959808
635,"SodaNaturalArea1",1,0,0,0,"Scale_1",0.111562676727772
635,"SodaNaturalArea1",1,0,0,0,"Scale_2",0.267032712697983
635,"SodaNaturalArea1",1,0,0,0,"Scale_3",0.836771667003632
635,"SodaNaturalArea1",1,0,0,0,"Scale_4",2.52734446525574
635,"SodaNaturalArea1",1,0,0,0,"Scale_5",4.547194480896
635,"SodaNaturalArea1",1,0,0,0,"Scale_6",3.50343155860901
635,"SodaNaturalArea1",1,0,0,0,"Scale_7",1.36174750328064
635,"SodaNaturalArea1",1,0,0,0,"Scale_8",0.449249744415283
635,"SodaNaturalArea1",1,0,0,0,"Scale_9",0.193478614091873
1420,"SodaNaturalArea1",1,9,4,5,"Scale_1",2.0009617805481
1420,"SodaNaturalArea1",1,9,4,5,"Scale_2",2.06046557426453
1420,"SodaNaturalArea1",1,9,4,5,"Scale_3",5.01167058944702
1420,"SodaNaturalArea1",1,9,4,5,"Scale_4",8.92732524871826
1420,"SodaNaturalArea1",1,9,4,5,"Scale_5",8.97439765930176
1420,"SodaNaturalArea1",1,9,4,5,"Scale_6",5.70028018951416
1420,"SodaNaturalArea1",1,9,4,5,"Scale_7",2.01100158691406
1420,"SodaNaturalArea1",1,9,4,5,"Scale_8",0.655832588672638
1420,"SodaNaturalArea1",1,9,4,5,"Scale_9",0.278675258159637
1108,"SodaNaturalArea1",1,1,1,0,"Scale_1",0.511388421058655
1108,"SodaNaturalArea1",1,1,1,0,"Scale_2",1.41004037857056
1108,"SodaNaturalArea1",1,1,1,0,"Scale_3",2.54427814483643
1108,"SodaNaturalArea1",1,1,1,0,"Scale_4",6.44309377670288
1108,"SodaNaturalArea1",1,1,1,0,"Scale_5",9.73389053344727
1108,"SodaNaturalArea1",1,1,1,0,"Scale_6",6.09885120391846
1108,"SodaNaturalArea1",1,1,1,0,"Scale_7",2.25703120231628
1108,"SodaNaturalArea1",1,1,1,0,"Scale_8",0.732738494873047
1108,"SodaNaturalArea1",1,1,1,0,"Scale_9",0.297042906284332
648,"SodaNaturalArea1",0,22,22,0,"Scale_1",90.1856842041016
648,"SodaNaturalArea1",0,22,22,0,"Scale_2",362.121978759766
648,"SodaNaturalArea1",0,22,22,0,"Scale_3",845.632507324219
648,"SodaNaturalArea1",0,22,22,0,"Scale_4",714.147827148438
648,"SodaNaturalArea1",0,22,22,0,"Scale_5",596.003173828125
648,"SodaNaturalArea1",0,22,22,0,"Scale_6",222.847396850586
648,"SodaNaturalArea1",0,22,22,0,"Scale_7",70.5773468017578
648,"SodaNaturalArea1",0,22,22,0,"Scale_8",20.0508232116699
648,"SodaNaturalArea1",0,22,22,0,"Scale_9",6.09880256652832
1552,"SodaNaturalArea1",1,3,2,1,"Scale_1",1.61736822128296
1552,"SodaNaturalArea1",1,3,2,1,"Scale_2",0.683669865131378
1552,"SodaNaturalArea1",1,3,2,1,"Scale_3",5.40690851211548
1552,"SodaNaturalArea1",1,3,2,1,"Scale_4",9.117431640625
1552,"SodaNaturalArea1",1,3,2,1,"Scale_5",10.1875810623169
1552,"SodaNaturalArea1",1,3,2,1,"Scale_6",7.00056171417236
1552,"SodaNaturalArea1",1,3,2,1,"Scale_7",2.53604078292847
1552,"SodaNaturalArea1",1,3,2,1,"Scale_8",0.816195785999298
1552,"SodaNaturalArea1",1,3,2,1,"Scale_9",0.325619101524353
823,"SodaNaturalArea1",0,14,10,4,"Scale_1",47.0567970275879
823,"SodaNaturalArea1",0,14,10,4,"Scale_2",46.9680862426758
823,"SodaNaturalArea1",0,14,10,4,"Scale_3",161.233840942383
823,"SodaNaturalArea1",0,14,10,4,"Scale_4",483.991149902344
823,"SodaNaturalArea1",0,14,10,4,"Scale_5",240.713394165039
823,"SodaNaturalArea1",0,14,10,4,"Scale_6",90.1549530029297
823,"SodaNaturalArea1",0,14,10,4,"Scale_7",27.1198291778564
823,"SodaNaturalArea1",0,14,10,4,"Scale_8",7.51098155975342
823,"SodaNaturalArea1",0,14,10,4,"Scale_9",2.24577403068542
953,"SodaNaturalArea1",0,0,0,0,"Scale_1",0.254735201597214
953,"SodaNaturalArea1",0,0,0,0,"Scale_2",1.65065288543701
953,"SodaNaturalArea1",0,0,0,0,"Scale_3",0.643273770809174
953,"SodaNaturalArea1",0,0,0,0,"Scale_4",1.83706307411194
953,"SodaNaturalArea1",0,0,0,0,"Scale_5",4.95290231704712
953,"SodaNaturalArea1",0,0,0,0,"Scale_6",2.88766312599182
953,"SodaNaturalArea1",0,0,0,0,"Scale_7",1.22090101242065
953,"SodaNaturalArea1",0,0,0,0,"Scale_8",0.391667813062668
953,"SodaNaturalArea1",0,0,0,0,"Scale_9",0.170261353254318
960,"SodaNaturalArea1",0,4,4,0,"Scale_1",45.7466888427734
960,"SodaNaturalArea1",0,4,4,0,"Scale_2",56.7472610473633
960,"SodaNaturalArea1",0,4,4,0,"Scale_3",114.265632629395
960,"SodaNaturalArea1",0,4,4,0,"Scale_4",94.756103515625
960,"SodaNaturalArea1",0,4,4,0,"Scale_5",121.419952392578
960,"SodaNaturalArea1",0,4,4,0,"Scale_6",49.966796875
960,"SodaNaturalArea1",0,4,4,0,"Scale_7",15.6581649780273
960,"SodaNaturalArea1",0,4,4,0,"Scale_8",4.4345908164978
960,"SodaNaturalArea1",0,4,4,0,"Scale_9",1.33677661418915
512,"SodaNaturalArea1",0,37,34,3,"Scale_1",76.2688217163086
512,"SodaNaturalArea1",0,37,34,3,"Scale_2",139.106826782227
512,"SodaNaturalArea1",0,37,34,3,"Scale_3",518.126037597656
512,"SodaNaturalArea1",0,37,34,3,"Scale_4",541.155883789062
512,"SodaNaturalArea1",0,37,34,3,"Scale_5",363.373229980469
512,"SodaNaturalArea1",0,37,34,3,"Scale_6",172.150573730469
512,"SodaNaturalArea1",0,37,34,3,"Scale_7",52.4943389892578
512,"SodaNaturalArea1",0,37,34,3,"Scale_8",14.6582765579224
512,"SodaNaturalArea1",0,37,34,3,"Scale_9",4.32078123092651
