"cid","site","burnt","N","juv","mat","scale","heterogen"
321,"PonyComplex1",1,1,1,0,"Scale_1",16.7922668457031
321,"PonyComplex1",1,1,1,0,"Scale_2",48.946849822998
321,"PonyComplex1",1,1,1,0,"Scale_3",65.3149795532227
321,"PonyComplex1",1,1,1,0,"Scale_4",257.098876953125
321,"PonyComplex1",1,1,1,0,"Scale_5",169.509231567383
321,"PonyComplex1",1,1,1,0,"Scale_6",101.372978210449
321,"PonyComplex1",1,1,1,0,"Scale_7",38.8092422485352
321,"PonyComplex1",1,1,1,0,"Scale_8",11.7955722808838
321,"PonyComplex1",1,1,1,0,"Scale_9",3.50302958488464
167,"PonyComplex1",1,0,0,0,"Scale_1",0.280552834272385
167,"PonyComplex1",1,0,0,0,"Scale_2",1.17092418670654
167,"PonyComplex1",1,0,0,0,"Scale_3",2.54543423652649
167,"PonyComplex1",1,0,0,0,"Scale_4",10.5280141830444
167,"PonyComplex1",1,0,0,0,"Scale_5",16.7255840301514
167,"PonyComplex1",1,0,0,0,"Scale_6",14.8170204162598
167,"PonyComplex1",1,0,0,0,"Scale_7",6.4951171875
167,"PonyComplex1",1,0,0,0,"Scale_8",2.03368806838989
167,"PonyComplex1",1,0,0,0,"Scale_9",0.636962354183197
411,"PonyComplex1",1,1,1,0,"Scale_1",34.3408088684082
411,"PonyComplex1",1,1,1,0,"Scale_2",18.6778755187988
411,"PonyComplex1",1,1,1,0,"Scale_3",43.6351127624512
411,"PonyComplex1",1,1,1,0,"Scale_4",77.4919128417969
411,"PonyComplex1",1,1,1,0,"Scale_5",100.139953613281
411,"PonyComplex1",1,1,1,0,"Scale_6",54.6137008666992
411,"PonyComplex1",1,1,1,0,"Scale_7",22.2815818786621
411,"PonyComplex1",1,1,1,0,"Scale_8",7.25234889984131
411,"PonyComplex1",1,1,1,0,"Scale_9",2.47553658485413
261,"PonyComplex1",1,1,1,0,"Scale_1",1.29857456684113
261,"PonyComplex1",1,1,1,0,"Scale_2",8.08531665802002
261,"PonyComplex1",1,1,1,0,"Scale_3",20.91628074646
261,"PonyComplex1",1,1,1,0,"Scale_4",32.237663269043
261,"PonyComplex1",1,1,1,0,"Scale_5",63.7457847595215
261,"PonyComplex1",1,1,1,0,"Scale_6",30.4665412902832
261,"PonyComplex1",1,1,1,0,"Scale_7",13.9519281387329
261,"PonyComplex1",1,1,1,0,"Scale_8",4.30868291854858
261,"PonyComplex1",1,1,1,0,"Scale_9",1.28565979003906
390,"PonyComplex1",1,0,0,0,"Scale_1",79.7620697021484
390,"PonyComplex1",1,0,0,0,"Scale_2",37.9291076660156
390,"PonyComplex1",1,0,0,0,"Scale_3",77.9575958251953
390,"PonyComplex1",1,0,0,0,"Scale_4",153.946426391602
390,"PonyComplex1",1,0,0,0,"Scale_5",212.952774047852
