"cid","site","rugosity"
298,"NorthHam",0.188835799288862
6,"NorthHam",0.0836021600188925
515,"NorthHam",0.405172908525541
289,"NorthHam",0.0448511258952655
20,"NorthHam",0.0998773902625352
15,"NorthHam",0.0739641775936051
27,"NorthHam",0.0469582154371092
56,"NorthHam",0.0647717410976288
500,"NorthHam",0.333726591812638
34,"NorthHam",0.0659560330210671
346,"NorthHam",0.0636272628367906
353,"NorthHam",0.0445378341170435
230,"NorthHam",0.0716622913579993
189,"NorthHam",0.152248502674336
205,"NorthHam",0.0521380395172768
461,"NorthHam",0.207484575728469
172,"NorthHam",0.0711571832208239
221,"NorthHam",0.0583249382074563
77,"NorthHam",0.0435014050478822
623,"NorthHam",0.394994962812848
358,"NorthHam",0.080377182986754
159,"NorthHam",0.0766582581831738
386,"NorthHam",0.0637181631225038
321,"PonyComplex1",0.0588375726110355
167,"PonyComplex1",0.0156630737671885
411,"PonyComplex1",0.0384603749280138
261,"PonyComplex1",0.0294062647733791
390,"PonyComplex1",0.0596984288180884
429,"PonyComplex1",0.233243110380095
74,"PonyComplex1",0.0282164705892853
399,"PonyComplex1",0.0153573426009286
532,"PonyComplex1",0.0304781145613446
200,"PonyComplex1",0.0249270177114908
498,"PonyComplex1",0.013891320679923
30,"PonyComplex1",0.291986496296457
615,"PonyComplex1",0.0205359841859345
539,"PonyComplex1",0.0378359156280272
164,"PonyComplex1",0.0173074031228708
396,"PonyComplex1",0.014124844932892
84,"PonyComplex1",0.125761254843751
325,"PonyComplex1",0.0826289012884086
126,"PonyComplex1",0.0441206212716541
330,"PonyComplex1",0.100923361598948
529,"PonyComplex1",0.140702715577742
595,"PonyComplex1",0.0429854079698592
623,"PonyComplex1",0.0252341809278499
450,"PonyComplex1",0.139592507768861
612,"PonyComplex1",0.0212618885308479
44,"PonyComplex1",0.033099625691257
457,"PonyComplex1",0.0753542140351663
182,"PonyComplex1",0.121212279944661
269,"PonyComplex1",0.0363218953624213
250,"PonyComplex1",0.101304400790478
196,"PonyComplex1",0.0230624011623617
105,"PonyComplex1",0.208242430845875
606,"PonyComplex1",0.117284615400206
258,"PonyComplex1",0.0921457687542272
148,"PonyComplex1",0.021721474131023
444,"PonyComplex1",0.0169606183902349
383,"PonyComplex1",0.0460950987604793
11,"PonyComplex1",0.161119857012376
26,"PonyComplex1",0.0177820098494705
275,"PonyComplex1",0.0194615922311224
8,"PonyComplex1",0.110520801908667
185,"PonyComplex1",0.0408891080525914
314,"PonyComplex1",0.0335682429912499
609,"PonyComplex1",0.0621325428826166
179,"PonyComplex1",0.21845411670001
485,"PonyComplex1",0.130313410102953
551,"PonyComplex1",0.293233810244813
87,"PonyComplex1",0.0210182347357411
335,"PonyComplex1",0.106540299148436
463,"PonyComplex1",0.065301771598124
466,"PonyComplex1",0.0209222351345457
39,"PonyComplex1",0.0357038310349323
241,"PonyComplex1",0.0699328059409655
603,"PonyComplex1",0.115565354879505
368,"PonyComplex1",0.0193566399278397
255,"PonyComplex1",0.146478666631754
91,"PonyComplex1",0.0194547026154828
519,"PonyComplex1",0.0128590678162048
550,"PonyComplex1",0.0224648790836474
567,"PonyComplex1",0.0158447669457711
120,"PonyComplex1",0.0277680128781299
22,"PonyComplex1",0.0215985474204864
321,"PonyComplex2",0.0389528219408202
167,"PonyComplex2",0.160740537887166
411,"PonyComplex2",0.0413095175551065
261,"PonyComplex2",0.0454995170292973
390,"PonyComplex2",0.0461994382702517
429,"PonyComplex2",0.0126696585292683
74,"PonyComplex2",0.100122633149189
532,"PonyComplex2",0.0645807722350866
200,"PonyComplex2",0.0439060206408286
534,"PonyComplex2",0.0389984623915696
498,"PonyComplex2",0.0511554835724914
30,"PonyComplex2",0.0496789256177873
578,"PonyComplex2",0.0500996557943507
539,"PonyComplex2",0.027737127470282
164,"PonyComplex2",0.0600896327745584
396,"PonyComplex2",0.0362154581120514
84,"PonyComplex2",0.157752372836833
81,"PonyComplex2",0.108405060335689
325,"PonyComplex2",0.0436850147632663
126,"PonyComplex2",0.0834519002808883
330,"PonyComplex2",0.0757621038967742
529,"PonyComplex2",0.0428385524599473
435,"PonyComplex2",0.0305924557331807
575,"PonyComplex2",0.0171304895923616
450,"PonyComplex2",0.0368078190816141
250,"PonyComplex2",0.0820886330381981
105,"PonyComplex2",0.112102171578608
460,"PonyComplex2",0.0183583434978559
258,"PonyComplex2",0.0589243958118204
113,"PonyComplex2",0.06223926887103
309,"PonyComplex2",0.0431359619668176
148,"PonyComplex2",0.0533331472932472
444,"PonyComplex2",0.0455714634919425
67,"PonyComplex2",0.0797172921398277
212,"PonyComplex2",0.0562890551775324
8,"PonyComplex2",0.0402873405073265
197,"PonyComplex2",0.0651859186627035
208,"PonyComplex2",0.0530653357210229
189,"PonyComplex2",0.129076369230978
243,"PonyComplex2",0.137349296382388
572,"PonyComplex2",0.0237525745179501
494,"PonyComplex2",0.0308321440312365
33,"PonyComplex2",0.0646502887556938
448,"PonyComplex2",0.0506105843568846
480,"PonyComplex2",0.0260418471154174
158,"PonyComplex2",0.0564758495348668
20,"PonyComplex2",0.125772038300593
15,"PonyComplex2",0.0760926778987046
345,"PonyComplex2",0.0687001487637358
23,"PonyComplex2",0.0831287224331798
117,"PonyComplex2",0.0724213995430643
581,"PonyComplex2",0.0944265460405183
342,"PonyComplex2",0.0417252555259017
305,"PonyComplex2",0.121877218909098
514,"PonyComplex2",0.0589048685491799
247,"PonyComplex2",0.0825577827909986
1345,"SodaNaturalArea1",0.0117063937851873
1001,"SodaNaturalArea1",0.0339500315574689
728,"SodaNaturalArea1",0.0113409062769186
1423,"SodaNaturalArea1",0.00733797110510649
859,"SodaNaturalArea1",0.00826763555636189
430,"SodaNaturalArea1",0.119842648393316
1558,"SodaNaturalArea1",0.00782331354387631
1024,"SodaNaturalArea1",0.00962691211415888
742,"SodaNaturalArea1",0.126118443516767
642,"SodaNaturalArea1",0.0278760756845253
635,"SodaNaturalArea1",0.00807551415746953
1420,"SodaNaturalArea1",0.012629481540984
1108,"SodaNaturalArea1",0.0122265623643648
648,"SodaNaturalArea1",0.117621172088116
1552,"SodaNaturalArea1",0.0134462007351539
823,"SodaNaturalArea1",0.0754301917664926
953,"SodaNaturalArea1",0.00759692115526463
960,"SodaNaturalArea1",0.0537202700034781
512,"SodaNaturalArea1",0.0928100827812568
732,"SodaNaturalArea1",0.0777117781535488
1218,"SodaNaturalArea1",0.0102359029753884
870,"SodaNaturalArea1",0.093873156232059
1121,"SodaNaturalArea1",0.00985183335468265
935,"SodaNaturalArea1",0.00732010588378538
1105,"SodaNaturalArea1",0.0108023977862438
1386,"SodaNaturalArea1",0.00913096097149452
993,"SodaNaturalArea1",0.00934892450871403
1091,"SodaNaturalArea1",0.103139227927534
383,"SodaNaturalArea1",0.126808196795149
1035,"SodaNaturalArea1",0.0134689729984674
593,"SodaNaturalArea1",0.00764787986383327
651,"SodaNaturalArea1",0.151118889481262
811,"SodaNaturalArea1",0.0128341031946908
1561,"SodaNaturalArea1",0.00742338213837809
1250,"SodaNaturalArea1",0.00903863763892763
297,"SodaNaturalArea1",0.119618795214719
1172,"SodaNaturalArea1",0.0112534260925343
553,"SodaNaturalArea1",0.0193051018475197
1477,"SodaNaturalArea1",0.0128949102995039
1339,"SodaNaturalArea1",0.0104924310165209
720,"SodaNaturalArea1",0.00822216295434659
861,"SodaNaturalArea1",0.00739706823863424
1305,"SodaNaturalArea1",0.0235851873971357
1212,"SodaNaturalArea1",0.01582371308044
1176,"SodaNaturalArea1",0.0634301871747363
1687,"SodaNaturalArea1",0.00949130531504474
1160,"SodaNaturalArea1",0.00907684494055772
945,"SodaNaturalArea1",0.00797957591870036
1163,"SodaNaturalArea1",0.0151809150827941
1373,"SodaNaturalArea1",0.018368952484365
610,"SodaNaturalArea1",0.106453012772735
893,"SodaNaturalArea1",0.00718564793114755
1286,"SodaNaturalArea1",0.0157659629524445
507,"SodaNaturalArea1",0.0358255401472141
1600,"SodaNaturalArea1",0.0106357832647649
784,"SodaNaturalArea1",0.151689158487486
1111,"SodaNaturalArea1",0.0122783961050788
1333,"SodaNaturalArea1",0.0111213755757697
343,"SodaNaturalArea1",0.138400741837553
1028,"SodaNaturalArea1",0.00691875625482444
559,"SodaNaturalArea1",0.111750313466545
470,"SodaNaturalArea1",0.0756616728605319
956,"SodaNaturalArea1",0.0846390859320302
1336,"SodaNaturalArea1",0.0108822729608475
321,"SodaNaturalArea2",0.102377000788552
167,"SodaNaturalArea2",0.0353285644042543
411,"SodaNaturalArea2",0.118627119782893
261,"SodaNaturalArea2",0.0416035609256956
390,"SodaNaturalArea2",0.0437584217371197
429,"SodaNaturalArea2",0.0743536290448446
74,"SodaNaturalArea2",0.0432671525208981
399,"SodaNaturalArea2",0.0766078510801748
532,"SodaNaturalArea2",0.113233497162764
200,"SodaNaturalArea2",0.0318276079518223
498,"SodaNaturalArea2",0.108726023487837
30,"SodaNaturalArea2",0.0316654760958893
584,"SodaNaturalArea2",0.113064887507842
539,"SodaNaturalArea2",0.113999687012952
164,"SodaNaturalArea2",0.0526788110530091
396,"SodaNaturalArea2",0.0324949791597392
81,"SodaNaturalArea2",0.0808598282517038
325,"SodaNaturalArea2",0.0291811957676209
126,"SodaNaturalArea2",0.0196494356822543
523,"SodaNaturalArea2",0.13261805162145
330,"SodaNaturalArea2",0.159096550757847
529,"SodaNaturalArea2",0.107003906274667
592,"SodaNaturalArea2",0.0798320317706865
435,"SodaNaturalArea2",0.0737788807805311
450,"SodaNaturalArea2",0.0655473373136974
581,"SodaNaturalArea2",0.138763304918961
44,"SodaNaturalArea2",0.0287639915355983
297,"SodaNaturalArea2",0.0347515107622327
182,"SodaNaturalArea2",0.0220418975006938
60,"SodaNaturalArea2",0.0539013332482524
377,"SodaNaturalArea2",0.106302787857194
250,"SodaNaturalArea2",0.0309455837499095
97,"SodaNaturalArea2",0.0370542984064534
196,"SodaNaturalArea2",0.0358719231017525
105,"SodaNaturalArea2",0.029022129116947
575,"SodaNaturalArea2",0.0856164835945513
460,"SodaNaturalArea2",0.019545262012777
258,"SodaNaturalArea2",0.0397177360998797
309,"SodaNaturalArea2",0.0245169321620564
148,"SodaNaturalArea2",0.0329063859934822
67,"SodaNaturalArea2",0.0216253447529578
11,"SodaNaturalArea2",0.0357605038956007
26,"SodaNaturalArea2",0.0397238267225052
292,"SodaNaturalArea2",0.0324250821361549
134,"SodaNaturalArea2",0.043797408564079
275,"SodaNaturalArea2",0.0276739651536585
212,"SodaNaturalArea2",0.107129965863101
480,"SodaNaturalArea2",0.111501516107593
8,"SodaNaturalArea2",0.0274952598503145
517,"SodaNaturalArea2",0.110826969777164
355,"SodaNaturalArea2",0.105467404712755
562,"SodaNaturalArea2",0.147798735696863
314,"SodaNaturalArea2",0.10383538481403
568,"SodaNaturalArea2",0.0478031915170574
445,"SodaNaturalArea2",0.0812191665347204
189,"SodaNaturalArea2",0.0441243292880213
366,"SodaNaturalArea2",0.0293378103368003
578,"SodaNaturalArea2",0.162261698721526
459,"SodaNaturalArea2",0.101922365681804
442,"SodaNaturalArea2",0.063340747807807
179,"SodaNaturalArea2",0.0248320146027409
374,"SodaNaturalArea2",0.0908395644603877
144,"SodaNaturalArea2",0.0231105912134724
359,"SodaNaturalArea2",0.0993186179921878
466,"SodaNaturalArea2",0.0912127062565015
475,"SodaNaturalArea2",0.102077656398787
242,"SodaNaturalArea2",0.093180697894692
202,"SodaNaturalArea2",0.0297385068633667
89,"SodaNaturalArea2",0.0197701397552246
421,"SodaNaturalArea2",0.085959016814874
82,"SodaNaturalArea2",0.0723264212783464
280,"SodaNaturalArea2",0.0790444871077938
15,"SodaNaturalArea2",0.0340277550258532
245,"SodaNaturalArea2",0.0597052231449347
23,"SodaNaturalArea2",0.0407084635267764
343,"SodaNaturalArea2",0.114765047943418
509,"SodaNaturalArea2",0.100532459155018
92,"SodaNaturalArea2",0.0375295024512353
157,"SodaNaturalArea2",0.0352214282961767
19,"SodaNaturalArea2",0.0261144840817641
220,"SodaNaturalArea2",0.0319731364223542
587,"SodaNaturalArea2",0.16274308665561
546,"SodaNaturalArea2",0.0526932355939844
237,"SodaNaturalArea2",0.0303496240621094
379,"SodaNaturalArea2",0.0813574790145033
503,"SouthTrail",0.188762045641708
455,"SouthTrail",0.202486916587949
561,"SouthTrail",0.127384597228866
158,"SouthTrail",0.25316495489034
54,"SouthTrail",0.239563305050141
464,"SouthTrail",0.199073071845364
187,"SouthTrail",0.197933358399877
248,"SouthTrail",0.196342428593069
124,"SouthTrail",0.366190491938163
540,"SouthTrail",0.201650915094033
46,"SouthTrail",0.395821296005824
17,"SouthTrail",0.350442245620509
558,"SouthTrail",0.143848839214584
232,"SouthTrail",0.205734423787125
374,"SouthTrail",0.163115645616362
13,"SouthTrail",0.370979474519519
619,"SouthTrail",0.19337477954761
266,"SouthTrail",0.181022649928165
63,"SouthTrail",0.32585890259126
572,"SouthTrail",0.158698990113775
470,"SouthTrail",0.184985954409832
602,"SouthTrail",0.147994943119958
405,"SouthTrail",0.200032043286458
339,"SouthTrail",0.147259540442236
174,"SouthTrail",0.222562956413953
414,"SouthTrail",0.14637055098639
298,"SouthTrail",0.193656039109527
308,"SouthTrail",0.137655686431486
330,"SouthTrail",0.156568167832575
393,"SouthTrail",0.17084512237762
607,"SouthTrail",0.19232090840146
23,"SouthTrail",0.428141778978781
254,"SouthTrail",0.279017873312798
409,"SouthTrail",0.169742575426206
449,"SouthTrail",0.192692566438981
145,"SouthTrail",0.290447276841828
103,"SouthTrail",0.35139509007776
33,"SouthTrail",0.26461821519199
486,"SouthTrail",0.137670753400686
111,"SouthTrail",0.201870684807524
468,"SouthTrail",0.111084072760639
95,"SouthTrail",0.364218355162194
140,"SouthTrail",0.181032503382735
569,"SouthTrail",0.172114786433229
345,"SouthTrail",0.191410372565612
295,"SouthTrail",0.198388913941474
377,"SouthTrail",0.191270985018788
