"cid","site","rugosity"
108,"SouthTrail",0.149775311207267
599,"SouthTrail",0.222230548990693
219,"SouthTrail",0.1312530086122
235,"SouthTrail",0.231615771238413
153,"SouthTrail",0.322323820759001
26,"SouthTrail",0.362356858465211
311,"SouthTrail",0.179851300461576
524,"SouthTrail",0.215525937328057
182,"SouthTrail",0.373165222273329
616,"SouthTrail",0.202970862951095
327,"SouthTrail",0.208056697256408
289,"SouthTrail",0.220833862940604
250,"SouthTrail",0.190867351925156
4,"SouthTrail",0.32112271526029
